source,target,exposure
VN,5A,787.093
AZ,5A,86.409
ZA,FI,3.358
CZ,FI,7.312
JO,5A,4135.53
AU,BR,11.459
SI,5A,1.765
VG,5A,887.423
AW,5A,-0.626
1C,GB,103195.0
KG,5A,1686.509
SG,5A,114839.828
VE,5A,18.028
AU,5A,47635.07
KE,5A,6898.094
SE,5A,87144.055
VC,5A,4.409
AT,5A,188.84
SR,5A,292.737
BE,5A,1208.397
KN,5A,80.136
SN,5A,634.527
YE,5A,0.001
BD,5A,2456.888
KH,5A,10363.273
ZM,FI,0.94
SM,5A,0.067
WS,5A,258.954
BB,5A,1311.949
KR,5A,45796.652
ZW,FI,0.191
DE,FI,589.774
SL,5A,52.422
VU,5A,0.074
BA,5A,2.174
BE,BR,0.985
SB,5A,75.62
IN,5A,55122.134
RU,5A,7135.457
BW,5A,102.298
UG,5A,44.009
AL,5A,1.549
CM,FI,0.371
AG,5A,6.51
IM,5A,3188.391
RS,5A,251.631
UA,5A,0.077
AI,5A,19.735
CN,FI,69.255
LS,5A,225.724
IR,5A,30.112
RO,5A,1518.455
TZ,5A,2.51
AF,5A,3.308
IQ,5A,1124.621
QA,5A,10531.678
TW,5A,103.546
AE,5A,8838.422
CL,FI,1.224
5J,GB,5714227.0
VN,FI,55.592
AO,BR,0.033
5J,GB,13517201.0
IT,5A,4825.235
SD,5A,43.537
VA,5A,0.001
AR,5A,182.849
CU,FI,0.038
NR,5A,38.558
IS,5A,561.16
SC,5A,131.301
UZ,5A,1.002
AO,5A,6.272
SS,5A,101.08
JM,5A,1374.795
AT,BR,0.401
VE,FI,0.094
CO,FI,0.618
SA,5A,10395.913
UY,5A,3.016
AR,BR,8.377
SO,5A,75.764
JE,5A,67956.285
CR,FI,0.163
RW,5A,354.244
US,5A,4698.018
AM,5A,18.061
LU,5A,212155.329
TM,5A,90.248
BT,5A,0.752
TN,5A,73.037
LS,5A,11.0
BY,5A,1076.456
TO,5A,0.256
LT,5A,42.769
TJ,5A,342.964
BS,5A,5051.646
TW,FI,1.337
CA,FI,11.527
LR,5A,19485.782
LY,5A,300.069
TH,5A,12634.818
BR,5A,21536.158
TN,FI,1.712
BY,FI,0.286
LV,5A,80.673
TG,5A,229.008
BQ,5A,0.054
TR,FI,19.136
MD,5A,3.837
TZ,5A,461.196
CD,5A,216.656
UG,FI,0.189
MA,5A,822.658
TW,5A,24819.578
CA,5A,50309.042
US,FI,2670.713
CH,FI,141.846
MG,5A,264.171
AE,BR,0.043
TZ,FI,0.896
CD,FI,0.068
TT,5A,2769.834
ME,5A,777.568
UA,FI,2.946
TR,5A,7993.843
BZ,5A,25.056
SX,5A,57.269
BI,5A,40.611
SZ,FI,0.01
KY,5A,1114231.419
SV,5A,1.834
ZW,5A,0.005
BH,5A,728.616
KW,5A,7628.827
ZM,5A,8.003
BG,5A,347.262
LA,5A,9495.717
ZA,5A,1455.981
BF,5A,67.468
SY,FI,0.344
KZ,5A,4881.471
TH,FI,10.68
BR,FI,8.203
TD,5A,175.402
BO,5A,204.616
LC,5A,349.206
5J,US,80855.0
5J,US,80855.0
TC,5A,169.804
BN,5A,768.577
LB,5A,1544.577
SZ,5A,158.298
BM,5A,22919.38
LK,5A,7205.755
SY,5A,84.885
BJ,5A,246.918
LI,5A,579.417
HK,FI,8.096
SZ,5A,40.297
HN,FI,0.013
SY,5A,73.227
5J,GR,11.502
SX,5A,30.227
5J,5A,44549.613
SV,5A,1.834
HU,FI,2.285
TH,5A,2746.408
TG,5A,230.996
ID,FI,1.304
HR,FI,0.129
TD,5A,175.402
DE,BR,589.816
TC,5A,169.804
CH,BR,51.832
GI,FI,0.028
SM,5A,0.059
GL,FI,0.005
SL,5A,49.422
CL,BR,24.037
SK,5A,168.444
GH,FI,0.791
SI,5A,1.718
CN,BR,23.716
5J,BR,1014.872
GR,FI,2.032
CR,BR,2.315
GM,FI,0.125
SR,5A,292.737
CO,BR,100.311
SN,5A,616.392
VA,5A,0.813
BS,BR,275.978
FR,FI,2827.923
UZ,5A,779.712
5J,SE,142411.66
UY,5A,499.075
5J,CH,239243.902
5J,CH,203382.504
US,5A,84230.02
5J,GR,45.842
CA,BR,17.229
5J,GR,57.344
5J,5A,992153.73
5J,5A,17838045.162
VN,5A,2588.584
GE,FI,0.094
VG,5A,1738.336
VE,5A,24.371
VC,5A,6.343
GB,FI,571.06
5J,CH,34643.845
DZ,FI,0.025
TR,5A,4425.549
5J,CH,1217.553
EC,FI,0.744
TN,5A,33.536
TM,5A,4.562
DO,FI,0.12
TJ,5A,340.26
ET,FI,0.132
UG,5A,616.263
TZ,5A,356.786
UA,5A,10.115
EE,FI,275.41
TW,5A,5637.188
EG,FI,0.696
TT,5A,615.223
ES,FI,73.754
BO,BR,0.003
LT,FI,59.759
LU,FI,1318.829
LK,FI,0.221
GT,BR,64.545
MA,FI,0.454
HN,BR,24.982
HK,BR,49.997
5J,SE,201697.9
5J,SE,59285.05
LV,FI,46.097
KZ,FI,1.664
YE,5A,62.626
GH,BR,79.553
KR,FI,3.131
WS,5A,704.427
VU,5A,156.069
ZW,5A,14.222
LA,FI,0.207
ZM,5A,775.222
LB,FI,0.014
ZA,5A,3025.454
JP,FI,3.505
KE,FI,4.057
GY,5A,288.044
JO,FI,0.348
ER,5A,131.046
FR,BR,104.913
GB,BR,499.743
KH,FI,0.191
DK,BR,2.375
IN,FI,11.531
DO,BR,44.882
IL,FI,1.488
IT,FI,16.543
EC,BR,26.645
SO,FI,0.031
ES,BR,22.847
IQ,FI,0.596
IR,FI,2.734
BW,5A,12.148
EG,BR,41.216
IS,FI,2.544
PE,FI,0.472
LK,5A,2028.137
LI,5A,358.887
OM,FI,0.535
LC,5A,1.672
PA,FI,1.375
LB,5A,32.601
LV,5A,13.438
PK,FI,1.71
LU,BR,9.732
KI,5A,0.576
LU,5A,16775.905
PL,FI,38.882
TO,5A,76.429
LT,5A,9.377
LR,5A,155.761
PH,FI,1.923
NG,FI,0.62
KR,5A,3241.58
5J,5A,3791602.974
5J,5A,11163835.436
SB,5A,23.283
KP,5A,1.019
KN,5A,3.279
KR,BR,0.072
KH,5A,1354.739
NE,FI,0.518
NP,FI,4.693
LA,5A,4151.755
NZ,FI,2.454
SB,5A,4.301
KY,BR,4709.581
KZ,5A,303.297
NL,FI,280.403
KY,5A,71123.07
5J,5A,1572.019
NO,FI,810.031
MS,5A,0.001
KW,5A,5789.875
MV,FI,0.532
MT,5A,277.662
IT,BR,15.197
MR,5A,156.494
MT,FI,1.434
MO,5A,3619.836
MM,5A,145.067
MU,FI,0.215
PW,5A,0.038
MN,5A,91.228
MX,5A,10508.237
MZ,FI,0.027
JP,BR,191.721
MW,5A,201.153
MV,5A,279.728
MX,FI,3.029
MU,5A,953.159
MY,FI,2.118
ME,5A,4.345
MK,FI,0.062
MD,5A,1.817
ML,FI,0.11
MA,5A,136.037
IL,BR,0.021
LY,5A,27.521
IE,BR,13.383
ML,5A,283.023
MK,5A,3.495
MH,5A,289.591
MG,5A,230.394
MN,FI,0.074
OM,5A,365.7
NZ,BR,0.266
NZ,5A,9345.468
SZ,FI,0.01
NP,5A,299.545
NO,5A,13325.614
PG,5A,677.144
PF,5A,1.581
TN,FI,0.174
PE,BR,33.963
PE,5A,4851.708
TH,FI,6.77
PA,5A,762.716
SR,FI,0.173
BW,5A,568.326
NC,5A,7.044
MZ,BR,36.255
MS,5A,0.003
MZ,5A,768.192
SN,FI,0.564
MY,5A,11005.365
GY,5A,59.778
NI,BR,2.036
NL,5A,5781.609
SY,FI,0.344
ER,5A,111.578
NI,5A,-0.828
NO,BR,4.633
NG,5A,1145.906
NL,BR,55.517
NE,5A,171.97
LS,5A,74.494
SA,5A,4508.416
SD,FI,1.345
MO,BR,0.241
RW,5A,350.836
SE,FI,4254.318
SA,FI,0.635
RU,5A,297.887
NR,5A,38.558
RS,5A,199.934
SS,5A,101.08
SK,FI,37.835
SG,5A,27863.149
SO,5A,55.764
SE,5A,35785.073
TL,5A,54.19
SD,5A,8.38
SG,FI,22.491
MX,BR,20.734
SC,5A,130.301
SI,FI,1.551
PS,5A,0.285
PL,5A,10567.077
QA,FI,3.988
PK,5A,5168.82
PT,FI,15.66
PH,5A,1628.645
QA,5A,1156.498
RU,FI,16.806
RO,5A,893.72
PY,5A,2.394
RO,FI,1.662
AG,5A,0.446
PT,5A,163.601
RS,FI,0.253
BO,BR,0.003
TH,BR,0.019
ZM,FI,0.94
ZW,FI,0.191
ZA,FI,2.673
SV,BR,0.02
VE,FI,0.094
AO,BR,0.033
SE,BR,3.404
AR,BR,6.67
VN,FI,22.944
SG,BR,2.372
TZ,FI,0.896
PL,BR,0.27
UA,FI,2.946
TR,FI,4.716
PT,BR,3.405
TW,FI,1.095
QA,BR,0.038
PY,BR,41.66
UG,FI,0.189
US,FI,539.064
DO,BR,44.882
SO,FI,0.031
ES,BR,0.891
ZA,BR,1.159
DE,BR,1.2
5J,5A,141296.205
DK,BR,0.713
CL,BR,21.193
UY,BR,0.058
CR,BR,1.214
CO,BR,100.21
TR,BR,0.015
CA,BR,1.276
US,BR,9415.281
CH,BR,1.891
AG,5A,1.187
NR,5A,0.736
LS,5A,207.793
KM,5A,93.855
IT,BR,1.518
FK,5A,0.003
GT,BR,63.564
HN,BR,24.982
GH,BR,79.553
SB,5A,22.76
SS,5A,158.226
FR,BR,0.758
SO,5A,0.667
GB,BR,2.611
WF,5A,0.27
TL,5A,3.007
5J,MX,30415.689
5J,MX,539384.937
PW,5A,0.038
TO,5A,75.934
KI,5A,0.576
KR,BR,0.072
KY,BR,243.866
MS,5A,0.003
PT,BR,0.028
QA,BR,0.035
5J,MO,5173.262
5J,MO,961.958
5J,MO,6135.22
NL,BR,45.132
MX,BR,0.218
5J,CH,209131.886
5J,CH,104070.06
5J,MX,762.616
MZ,BR,36.255
5J,MX,508206.632
US,BR,335.559
SE,BR,0.535
5J,IE,66575.909
BG,MX,0.108
5J,IE,358470.84
BE,MX,586.063
AU,MX,0.162
5J,CH,105058.742
5J,CH,3.084
AR,MX,1.303
5J,IE,291894.934
5J,GR,1294.447
5J,GR,1321.826
5J,GR,1.203
5J,GR,26.176
TN,5A,3.08
PT,5A,35.841
DK,MX,0.004
RU,5A,3773.621
BW,5A,96.114
UG,5A,44.0
RW,5A,9.373
US,5A,2681.319
FK,5A,8.0
PL,5A,21.859
BS,5A,41.382
RO,5A,1223.942
TZ,5A,2.422
DE,MX,600.073
TH,5A,84.093
BR,5A,0.084
RS,5A,44.306
AI,5A,19.626
TZ,5A,6.079
RO,5A,13.257
SD,5A,35.112
AR,5A,31.411
EC,MX,304.414
TW,5A,25.218
QA,5A,11150.0
CA,5A,0.537
SE,5A,38669.806
VC,5A,4.407
AT,5A,114.671
TT,5A,5.005
4L,5A,26470.712
SA,5A,8623.671
UY,5A,3.01
TR,5A,215.946
BZ,5A,9.195
SC,5A,75.863
UZ,5A,1.0
AO,5A,0.005
PK,5A,281.049
TH,5A,84.098
PL,5A,16137.898
SX,5A,7.848
CR,MX,0.985
PS,5A,2.43
5K,5A,98432.185
SV,5A,0.026
NZ,5A,6.677
BH,5A,1.408
PG,5A,19.246
CO,MX,0.899
PH,5A,2121.638
CN,MX,77.123
5J,MX,8414.48
NO,5A,4328.257
TG,5A,1.0
PY,5A,10.686
TT,5A,2.0
TD,5A,0.001
QA,5A,2777.86
TW,5A,103.445
AE,5A,4837.547
TC,5A,14.869
PT,5A,93.981
TN,5A,0.08
5M,5A,8610.737
SZ,5A,3.034
BM,5A,0.084
CU,MX,0.208
TR,5A,1490.966
5R,5A,215251.256
3C,5A,751.069
SX,5A,57.042
SK,5A,8.903
SY,5A,0.016
SI,5A,0.101
AW,5A,1.0
1C,5A,0.005
ZM,5A,1.0
BG,5A,15.63
SG,5A,1292.518
AU,5A,6.049
SV,5A,1.0
BH,5A,555.824
CA,MX,2021.785
SE,5A,108.839
MY,5A,117.216
AT,5A,0.203
5J,5A,2831.16
BO,5A,2.013
NL,5A,12831.777
BE,5A,0.519
CL,MX,0.12
TG,5A,-1.0
SZ,5A,4.0
BM,5A,1885.432
BB,5A,2.0
2Z,5A,14437.768
CH,MX,86.292
TC,5A,3.234
BN,5A,113.99
SL,5A,1.0
SK,5A,801.939
VN,5A,337.873
AZ,5A,8.554
RU,5A,94.788
MT,5A,1.732
SL,5A,3.0
VU,5A,0.027
UA,5A,168.0
RS,5A,5.256
BR,MX,1112.682
RO,5A,14.407
MO,5A,120.0
SG,5A,48615.997
VE,5A,18.0
AU,5A,44572.908
QA,5A,762.652
AE,5A,5.891
VG,5A,838.421
AW,5A,-1.0
BE,5A,981.933
GY,5A,0.001
SD,5A,1.016
ZA,5A,1357.206
BF,5A,-1.0
SC,5A,8.006
SM,5A,0.008
WS,5A,255.726
BB,5A,12.387
SA,5A,1623.282
SN,5A,22.906
BD,5A,315.417
US,5A,0.417
MU,5A,1.0
AD,5A,2.405
UY,5A,13.223
CI,5A,7.276
TR,5A,63.575
FI,5A,-1.0
5R,5A,198933.94
UZ,5A,158.586
CL,5A,837.656
5M,5A,62.424
UG,5A,90.104
BW,5A,1.0
CG,5A,-1.0
ES,5A,1.0
5K,5A,172463.228
US,5A,57999.577
CH,5A,3166.641
BW,5A,1.135
AL,5A,2.0
2O,5A,-0.006
VE,5A,20.282
CO,5A,1367.212
IN,MX,0.003
UA,5A,0.142
FR,5A,5.594
AI,5A,7.423
VG,5A,1605.49
CR,5A,4.078
AF,5A,2.0
CM,5A,1.007
TW,5A,102.944
AE,5A,4829.789
IE,MX,229.354
VC,5A,6.295
SB,5A,0.523
CN,5A,12347.259
TN,5A,69.952
LS,5A,6.0
TR,5A,6797.956
BZ,5A,15.237
DK,5A,-0.984
TH,5A,11933.943
BR,5A,12458.411
TJ,5A,2.704
BS,5A,668.205
TM,5A,2.864
ZW,5A,6.952
DE,5A,1.349
TZ,5A,17.068
CD,5A,-0.741
HN,MX,3.067
TH,5A,1.517
UA,5A,1.886
HK,MX,19.314
GT,MX,0.188
TT,5A,2147.48
GR,MX,0.387
TW,5A,10019.579
CA,5A,21412.813
GB,MX,1986.024
DO,5A,19.283
4T,5A,27456.123
TO,5A,0.49
VN,5A,14.509
SK,5A,0.245
FR,MX,609.404
DK,5A,20153.544
VG,5A,25.729
1C,5A,-0.959
EE,5A,-0.978
ZM,5A,6.688
5C,5A,26497.859
EG,5A,9672.796
ZA,5A,341.474
CZ,5A,1.128
4Y,5A,14404.954
DZ,5A,186.566
4W,5A,11129.966
EC,5A,2.007
YE,5A,1.006
CW,5A,4.225
4U,5A,1170.134
WS,5A,519.02
UY,5A,4.571
SA,5A,134.0
YE,5A,1.056
CW,5A,45.034
US,5A,2401.605
CH,5A,-0.199
ES,MX,4358.424
UG,5A,15.005
RU,5A,0.006
VN,5A,2688.117
VU,5A,14.671
UA,5A,7.037
ZM,5A,45.984
VE,5A,0.032
SG,5A,5053.76
CO,5A,1.0
ZW,5A,3.207
DE,5A,2993.806
VC,5A,1.951
SE,5A,11465.811
CN,5A,220.575
5J,5A,13368.13
CY,5A,127.452
ZA,5A,5541.883
CZ,5A,512.94
UZ,5A,3.003
CL,5A,1.344
SS,5A,1.0
CD,5A,0.202
GY,5A,44.761
GG,5A,4766.446
JE,5A,891.363
CA,5A,803.649
GH,5A,9.643
SH,5A,2.0
IT,5A,22.419
4L,5A,70.448
2N,5A,0.007
GD,5A,2.696
BZ,5A,20.196
GE,5A,0.004
CI,5A,3.0
2R,5A,0.01
GM,5A,4.846
CH,5A,5168.987
GN,5A,2.637
TL,5A,1.0
JP,5A,1.801
2O,5A,0.008
GI,5A,2.209
JO,5A,0.222
GL,5A,19.0
FJ,5A,1.098
IE,5A,35.706
ID,5A,0.256
BN,5A,9.268
ES,5A,94.522
LS,5A,1.0
ET,5A,1.0
HU,5A,0.036
BM,5A,1352.191
FI,5A,269.968
3C,5A,3.0
5J,IT,2129613.808
BW,5A,96.114
GA,5A,1.05
LU,MX,109.214
GB,5A,15409.405
FK,5A,1.0
BS,5A,375.453
2H,5A,0.002
FO,5A,72.961
AG,5A,18.716
IM,5A,132.046
BR,5A,189.725
FR,5A,2213.658
IL,5A,0.011
IE,5A,7775.189
GT,5A,1.0
BE,5A,403.955
IL,5A,1032.385
BD,5A,8.0
HU,5A,379.983
BB,5A,88.765
2Z,5A,1.0
2B,5A,170.0
ID,5A,3494.787
BA,5A,1.0
IQ,5A,13.289
KY,MX,5.424
BI,5A,0.827
LS,5A,6.0
IR,5A,-1.0
NR,5A,0.006
IS,5A,2.935
BH,5A,308.866
IM,5A,212.16
KR,MX,43.767
5J,5A,3726292.507
HK,5A,2545.026
BG,5A,23.728
5J,IT,2353183.883
IN,5A,5524.081
ZA,5A,928.131
5J,IT,223570.078
5J,KR,23334.58
GT,5A,1.0
GG,5A,122.535
AR,5A,13.147
5J,KR,98301.532
IT,MX,13.98
GW,5A,12.798
5J,AT,32982.923
GQ,5A,1.0
5J,AT,31181.661
2R,5A,-0.014
GR,5A,106.115
US,5A,15660.083
GB,5A,8277.486
AM,5A,1.758
HR,5A,1.0
JP,MX,30.607
VN,5A,0.064
AZ,5A,6.2
HT,5A,-1.0
VG,5A,1.0
AW,5A,1.0
2W,5A,-0.02
HK,5A,30290.709
AU,5A,1010.025
HN,5A,31.944
AT,5A,199.304
TL,5A,0.001
GA,5A,1.0
KR,5A,2525.166
FR,5A,2433.584
KW,5A,3943.373
MO,5A,2.44
FO,5A,100.05
KN,5A,1.929
MN,5A,-1.0
SB,5A,0.559
KP,5A,1.0
MX,5A,1.231
GG,5A,5096.495
AR,5A,-1.0
LA,5A,41.535
LB,5A,20.096
GE,5A,27.648
5J,5A,62351.96
GD,5A,0.512
KY,5A,14619.904
MU,5A,0.256
GB,5A,93639.851
KZ,5A,28.427
EG,5A,310.781
EE,5A,2.424
NO,MX,0.08
JO,5A,410.602
EC,5A,1.0
NL,MX,44.1
IT,5A,307.428
DZ,5A,0.017
JE,5A,873.429
5J,GR,3402.961
DO,5A,0.01
5J,GR,152.734
FJ,5A,0.245
4L,5A,2917.736
FI,5A,36.377
5R,5A,2985.176
PE,MX,63.465
KH,5A,99.326
ET,5A,1.002
5M,5A,-165.011
JP,5A,-5947.909
PA,MX,595.706
ES,5A,499.849
5K,5A,2914.742
KE,5A,81.813
LK,5A,1.024
5C,5A,167.269
MG,5A,8.36
CZ,5A,39.443
4Y,5A,1.995
MA,5A,130.146
CY,5A,421.664
4W,5A,4.995
LB,5A,1.0
CW,5A,127.998
4U,5A,1.0
ML,5A,0.293
NG,MX,0.072
MM,5A,33.609
MN,5A,65.522
LU,5A,327.852
DK,5A,1271.277
3C,5A,224.779
MH,5A,245.362
DJ,5A,0.041
DE,5A,1184.291
LK,5A,53.401
CO,5A,41.507
LR,5A,77.623
CN,5A,2278.076
LC,5A,1.0
CM,5A,2.0
LI,5A,31.373
KH,5A,1.0
CL,5A,16.735
5J,GR,20383.339
5J,GR,16827.644
2Z,5A,1988.907
LY,5A,26.0
4T,5A,10.99
TO,5A,0.49
LT,5A,0.021
KY,5A,232.59
LU,5A,8701.805
KW,5A,-1.0
CR,5A,0.542
2W,5A,0.01
BS,5A,1601.974
IN,5A,11784.89
EG,5A,2.012
KE,5A,112.287
CH,5A,4.814
IQ,5A,162.024
ES,5A,56.396
RU,5A,0.02
JP,5A,329.499
BQ,5A,26.918
IL,5A,947.314
EC,5A,2.01
JO,5A,212.722
5J,IT,105080.973
5J,IT,327096.149
BR,MX,0.325
BR,5A,15172.026
IM,5A,10.0
EE,5A,1.0
SG,5A,149.5
KR,5A,40.877
AU,5A,221.789
IT,5A,1160.219
FJ,5A,0.622
SE,5A,3.405
AT,5A,3.646
TW,MX,1.06
CA,MX,316.684
CA,5A,79121.632
JE,5A,622.154
KN,5A,7.398
BY,5A,1.0
IR,5A,19.335
ET,5A,1.0
SC,5A,0.64
KH,5A,2.0
CL,5A,-1.0
BZ,5A,15.276
IS,5A,85.287
FI,5A,263.96
IR,5A,4.0
5M,5A,-41.999
BG,5A,216.889
HK,5A,64326.33
IQ,5A,3.013
5K,5A,5511.7
BH,5A,1402.595
HN,5A,21.277
DE,5A,2063.89
PL,5A,0.014
IN,5A,342.243
BS,5A,2.0
BG,MX,0.108
BE,5A,6679.366
GT,5A,16.406
CY,5A,33.062
PK,5A,0.004
IM,5A,4994.244
BF,5A,2.0
CZ,5A,397.524
PH,5A,9.347
IL,5A,417.205
JM,5A,4.13
BM,5A,2119.351
HU,5A,1342.351
BN,5A,177.406
ID,5A,6161.79
DO,5A,14.006
JE,5A,32515.356
CA,5A,1.0
AE,5A,650.433
BO,5A,1.076
IE,5A,6961.104
IT,5A,445.88
BI,5A,-1.0
HR,5A,1.596
IS,5A,13.494
5R,5A,8429.446
HT,5A,0.093
DK,5A,2899.261
KY,5A,12238.322
OM,5A,1.0
HR,5A,1.006
KZ,5A,98.607
NZ,5A,1.0
SG,MX,490.87
CO,5A,1887.559
KR,5A,13979.809
GI,5A,0.138
HK,5A,7768.024
5C,5A,732.232
SE,MX,0.487
CR,5A,43.956
KW,5A,2641.976
GL,5A,19.0
1C,5A,217.52
NO,5A,0.081
4Y,5A,3210.264
BE,MX,29.61
CY,5A,139.416
LC,5A,0.256
IE,5A,2324.546
CZ,5A,4608.853
LI,5A,877.2
ID,5A,32.315
CV,5A,0.488
LA,5A,190.731
PE,5A,1.0
HU,5A,15.297
BM,5A,12.447
CW,5A,215.388
LB,5A,-0.413
GR,5A,1.021
GM,5A,1.0
JP,5A,7682.994
CH,5A,12663.46
KE,5A,43.576
GB,5A,2132.123
GI,5A,677.98
CD,5A,0.259
JM,5A,2.314
FO,5A,72.961
MY,5A,4.235
GH,5A,80.962
JO,5A,329.911
FR,5A,1705.904
AR,MX,1.303
CM,5A,7.113
KN,5A,34.213
GG,5A,1.097
NL,5A,12.765
GT,5A,1.003
BE,5A,2.2
4W,5A,1334.72
CN,5A,55986.488
KP,5A,-0.958
GH,5A,1.0
5J,5A,359802.917
GR,5A,179.228
BD,5A,1.0
4U,5A,211.872
5J,IT,711223.114
NG,5A,1.058
CI,5A,99.28
4T,5A,4981.635
CL,5A,1035.829
KH,5A,67.157
MX,5A,51.799
GG,5A,1.0
ET,5A,1.345
MK,5A,0.04
5J,IT,2757.029
5J,IT,713980.143
MW,5A,1.0
CL,5A,1.635
FI,5A,1006.518
IS,5A,3.755
CI,5A,0.054
EG,5A,9935.683
MG,5A,6.0
IN,5A,497.577
US,5A,6.302
MU,5A,239.987
GB,5A,2734.389
CH,5A,159.559
ES,MX,3564.561
ES,5A,1147.062
IQ,5A,1.0
VN,5A,0.128
FO,5A,108.855
MO,5A,3857.499
FR,MX,2.782
FR,5A,15054.341
MR,5A,1.0
JO,5A,1.0
MZ,5A,1.008
GI,5A,0.023
FJ,5A,11.384
MM,5A,13.827
IT,5A,27.027
5J,KR,74966.952
MY,5A,273.488
CN,5A,611.526
MN,5A,0.466
JE,5A,112.072
TT,5A,1.0
MM,5A,2.0
LT,5A,55.36
HR,5A,2.0
TR,5A,-1.0
FI,5A,0.008
BZ,5A,-0.656
DK,5A,27486.521
LU,5A,9461.501
MK,5A,1.0
LK,5A,241.327
HK,5A,6262.933
MH,5A,13.981
DE,MX,0.884
DE,5A,18195.741
LR,5A,-1.0
HN,5A,31.938
MG,5A,0.321
BS,5A,77.033
MT,5A,186.782
5J,AT,-0.035
EC,5A,2.007
IL,5A,173.137
UA,5A,-0.997
FR,5A,53.888
EE,5A,0.022
IM,5A,15.0
MO,5A,8.841
5J,TR,1837.424
LV,5A,1.004
HU,5A,135.256
EC,MX,0.335
TW,5A,16.029
MN,5A,1.0
CA,5A,21.657
DO,5A,75.136
LY,5A,37.0
ID,5A,105.023
5J,AT,1801.297
5J,GR,67.334
DZ,5A,266.273
MA,5A,169.694
IE,5A,1133.449
NG,5A,235.364
LA,5A,4.205
2B,5A,-0.014
LV,5A,1.098
BM,5A,41.313
GR,5A,113.702
LB,5A,1.0
CU,MX,0.208
LU,5A,15493.662
DK,5A,1.001
GM,5A,5.275
NC,5A,10.37
KY,5A,722.933
1C,5A,3786.868
LT,5A,8.946
CR,MX,0.985
GN,5A,2.637
NE,5A,4.0
KZ,5A,24.345
LR,5A,14.782
DE,5A,101.076
BH,5A,42.08
5J,5A,13834726.177
HK,5A,94696.094
NP,5A,7.809
TH,5A,58.771
ME,5A,4.048
BR,5A,2.618
ZA,MX,0.319
HN,5A,54.221
NZ,5A,10391.809
LR,5A,1.24
GT,5A,17.406
NL,5A,2609.164
MA,5A,14.146
DZ,5A,1.015
GW,5A,12.798
NO,5A,24126.457
LI,5A,19.437
LY,5A,50.156
DO,5A,1.0
BN,5A,6.462
UY,MX,0.008
LA,5A,2.654
BB,5A,2.079
GD,5A,2.696
US,MX,16469.574
CH,MX,5.354
KZ,5A,22.145
GE,5A,202.225
MW,5A,4.0
KH,5A,13.174
KY,5A,2114.911
AZ,5A,0.875
GA,5A,4.05
MT,5A,840.026
JP,5A,-5138.189
5J,SE,778731.052
KW,5A,519.747
GB,5A,72322.484
MU,5A,15.212
KE,5A,50.164
VE,MX,548.571
CO,MX,0.899
GI,5A,16.196
MZ,5A,22.841
KR,5A,143.735
LK,5A,10.024
CN,MX,75.122
GL,5A,19.0
KW,5A,252.977
LI,5A,90.412
5J,IT,725033.48
BE,5A,7.967
GG,5A,4826.686
MX,5A,4620.305
KN,5A,1.929
CL,MX,0.12
GH,5A,45.876
MY,5A,4291.662
LB,5A,229.587
BD,5A,32.45
SG,5A,3072.995
KR,5A,-2.0
GI,5A,7.074
IT,5A,1469.735
PY,5A,9.656
2N,5A,13.52
2N,5A,-0.005
SE,5A,2148.902
GH,5A,19.701
JE,5A,1501.584
QA,5A,2001.214
MN,5A,-1.0
SD,5A,1.016
GG,5A,265.697
IR,5A,19.335
PT,5A,71.704
IT,MX,3.759
SC,5A,151.189
IS,5A,87.222
JP,5A,1735.083
RU,5A,3506.901
MT,5A,1.068
2O,5A,0.937
2H,5A,387.0
SL,5A,1.0
KE,5A,131.387
RW,5A,3.408
MU,5A,129.189
SK,5A,11.294
KY,5A,3.108
JM,5A,1.314
RO,5A,471.403
MO,5A,28.805
SI,5A,0.101
KW,5A,1.0
2C,5A,17.656
JO,5A,740.538
RS,5A,44.285
RO,5A,14.541
5J,5A,78913952.207
HU,5A,1722.585
PE,5A,537.128
5J,5A,23651868.479
QA,5A,829.72
JE,5A,5.246
ID,5A,9657.577
PF,5A,7.0
IE,MX,0.023
PY,5A,0.317
IT,5A,2.0
FJ,5A,0.017
HR,5A,2.596
OM,5A,506.417
LT,5A,1.003
2R,5A,25.837
HT,5A,0.093
PA,5A,49.967
LU,5A,3159.64
PT,5A,113.699
SA,5A,1700.133
IN,5A,17355.986
PL,5A,8371.153
2H,5A,8.983
GB,5A,4149.956
2O,5A,27.559
IQ,5A,176.313
PS,5A,1.43
MH,5A,55.801
RU,5A,94.808
IE,5A,14752.344
PG,5A,1.339
MA,5A,33.062
IN,MX,0.003
IL,5A,1981.495
PH,5A,965.831
RS,5A,5.256
FR,5A,129.417
IM,5A,225.16
PK,5A,86.676
LC,5A,1.256
NL,5A,481.538
GT,MX,0.019
IE,5A,0.417
LI,5A,908.571
NO,5A,3481.505
2B,5A,28049.63
GR,MX,0.387
ID,5A,1.0
DO,5A,0.002
LA,5A,232.266
SM,5A,0.008
NG,5A,-21.0
2Z,5A,11421.462
PE,5A,10.206
LB,5A,19.683
SN,5A,18.1
PA,5A,306.077
DK,5A,2.199
LT,5A,54.381
SX,5A,27.042
OM,5A,4.545
1W,5A,0.232
1C,5A,2511.442
ES,5A,26.441
HN,MX,0.722
LU,5A,18163.318
SY,5A,0.016
PA,5A,110.59
3C,5A,13589.766
PL,5A,120.476
